,df_index,facility_title,address,google_latitude,google_longitude,yandex_latitude,yandex_longitude,distance_km,yandex_address,yandex_precision,facility_type
1199,1976,Хотовской ФАП,"ул. Южная, 1а, 222681, д. Хотово, Столбцовский р-н, Минская обл.",53.7570464,26.6310202,53.756919,26.631832,0.055215680258453574,"Беларусь, Минская область, Столбцовский район, Южная улица, 1",number,
1200,1224,Новосельский ФАП,"211914, д. Новосельцы, Шарковщинский р-н, Витебская обл.",55.39569969999999,27.7454044,55.394791,27.74913,0.2560479206955746,"Беларусь, Витебская область, Шарковщинский район, Германовичский сельсовет, деревня Новосельцы",other,
1201,1652,Сметаничский ФАП,"ул. Коммунистическая, 39Б, 247930, д. Сметаничи, Петриковский р-н, Гомельская обл.",52.1290878,28.4929715,52.224058,28.542719,11.091655804871165,"Беларусь, Гомельская область, Петриковский район, Муляровский сельсовет, деревня Сметаничи",other,
1202,2054,Шуневичский ФАП,"211820, д. Шуневичи, Глубокский р-н, Витебская обл.",55.09685520000001,27.7002542,55.095884,27.704142,0.26990913025073193,"Беларусь, Витебская область, Глубокский район, Обрубский сельсовет, деревня Шуневичи",other,
1203,1964,Холодникский ФАП,"ул. Молодежная, 22, 247748, д. Холодники, Калинковичский р-н, Гомельская обл.",52.1158818,29.3591176,52.367245,29.457905,28.74825770597012,"Беларусь, Гомельская область, Калинковичский район, Домановичский сельсовет, деревня Холодники, Молодёжная улица, 22",exact,
1204,1348,Переровский ФАП,"247994, д. Переров, Житковичский р-н, Гомельская обл.",52.0584773,28.0136291,52.057719,28.010872,0.20650083769930613,"Беларусь, Гомельская область, Житковичский район, Озеранский сельсовет, деревня Переров",other,
1205,1951,Хизовский ФАП,"ул. Пионерская, 2, 247182, д. Хизов, Кормянский р-н, Гомельская обл.",53.0964593,30.6129956,53.096376,30.613947,0.06419599567224649,"Беларусь, Гомельская область, Кормянский район, Староградский сельсовет, агрогородок Хизов",other,
1206,956,Лонский ФАП,"211912, д. Лонские, Шарковщинский р-н, Витебская обл.",55.3830694,27.2304863,55.383275,27.223238,0.45843263128722483,"Беларусь, Витебская область, Шарковщинский район, Иодский сельсовет, деревня Лонские",other,
1207,653,Иванский ФАП,"ул. Почтовая, 40, 211153, д. Иванск, Чашникский р-н, Витебская обл.",54.7357373,29.3951038,54.935731,29.147645,27.307001784699196,"Беларусь, Витебская область, Чашникский район, Иванский сельсовет, агрогородок Иванск, Почтовая улица, 40",exact,
1208,688,Калиновичский ФАП,"211213, д. Большие Калиновичи, Лиозненский р-н, Витебская обл.",54.8958563,30.4319277,54.895947,30.426181,0.3676063582714337,"Беларусь, Витебская область, Лиозненский район, Крынковский сельсовет, деревня Большие Калиновичи",other,
1209,522,Жеребковичский ФАП,"ул. Октябрьская, 10, 225390, д. Жеребковичи, Ляховичский р-н, Брестская обл.",53.0296808,26.2384134,53.076187,26.449555,15.02965216571876,"Беларусь, Брестская область, Ляховичский район, агрогородок Жеребковичи, Октябрьская улица, 10",exact,
1210,1509,Реплевский ФАП,"ул. Молодежная, 231915, д. Репля, Волковысский р-н, Гродненская обл.",53.31088,24.1965909,53.311151,24.196374,0.033401990928963274,"Беларусь, Гродненская область, Волковысский район, Верейковский сельсовет, агрогородок Репля, Молодёжная улица",street,
1211,1156,Незбодичский ФАП,"231965, д. Незбодичи, Свислочский р-н, Гродненская обл.",52.9633641,23.9726971,52.963938,23.972469,0.0656179246094465,"Беларусь, Гродненская область, Свислочский район, агрогородок Незбодичи",other,
1212,1131,Мстибовский ФАП,"ул. Гродненская, 3, 231896, д. Мстибово, Волковысский р-н, Гродненская обл.",53.1153294,24.2574794,53.1128,24.257136,0.2821887254614589,"Беларусь, Гродненская область, Волковысский район, Гнезновский сельсовет, деревня Мстибово, Гродненская улица, 3",exact,
1213,408,Дворносельский ФАП,"211938, д. Дворное Село, Миорский р-н, Витебская обл.",55.5636168,27.6500393,55.565585,27.652561,0.2702558410922992,"Беларусь, Витебская область, Миорский сельсовет, деревня Дворное Село",other,
1214,1995,Чепуковский ФАП,"211936, д. Чепуки, Миорский р-н, Витебская обл.",55.5679545,27.5450829,55.568023,27.545841,0.04826856896771067,"Беларусь, Витебская область, Миорский район, Новопогостский сельсовет, агрогородок Чепуки",other,
1215,2060,Юзефовский ФАП,"ул. Центральная, 211605, д. Леонишено, Верхнедвинский р-н, Витебская обл.",55.9202482,27.756802,55.807471,28.3155,37.048522368285354,"Беларусь, Витебская область, Верхнедвинский район, Дерновичский сельсовет, агрогородок Леонишено, Центральная улица",street,
1216,1121,Мосорский ФАП,"Мосорский с/с, ул. Колхозная, 5, 211499, д. Мосар, Ушачский р-н, Витебская обл.",55.1003312,28.8053233,55.100371,28.805746,0.02725354069467897,"Беларусь, Витебская область, Ушачский район, Сорочинский сельсовет, деревня Мосар, Колхозная улица, 5",exact,
1217,1566,Светлоборский ФАП,"д. Светлый Бор, Пуховичский р-н, Минская обл.",53.58246519999999,28.2948754,53.582501,28.293033,0.12168661342344364,"Беларусь, Минская область, Пуховичский район, Туринский сельсовет, деревня Светлый Бор",other,
1218,440,Довнарский ФАП,"ул. Довнарская, 1, 231362, д. Довнары, Ивьевский р-н, Гродненская обл.",53.9737327,26.0892704,53.975692,26.085405,0.33371868998635607,"Беларусь, Гродненская область, Ивьевский район, Бакштовский сельсовет, деревня Довнары, Довнарская улица, 1",exact,
1219,1820,Тумиловичский ФАП,"ул. Центральная, 38, 211727, д. Тумиловичи, Докшицкий р-н, Витебская обл.",54.9544825,28.0076688,54.938777,27.957575,3.6447918373994876,"Беларусь, Витебская область, Докшицкий район, Тумиловичский сельсовет, деревня Тумиловичи, Центральная улица, 38",exact,
1220,2258,Ельнянский ФАП,"213674, д. Ельня, Хотимский р-н, Могилевская обл.",53.438965,32.3228823,53.40529,32.514791,13.256229269566145,"Беларусь, Могилёвская область, Хотимский район",other,
1221,1527,Рубежский ФАП,"Рубежский с/с, ул. Центральная, 3Б, д. Рубеж, Бешенковичский р-н, Витебская обл.",55.0737552,29.5817478,54.987947,29.608768,9.695579239948476,"Беларусь, Витебская область, Бешенковичский район, Верхнекривинский сельсовет, деревня Рубеж, Центральная улица, 3Б",exact,
1222,146,Бриневский ФАП,"ул. Гагарина, 50, 247947, д. Бринёв, Петриковский р-н, Гомельская обл.",52.1258711,28.4973626,52.187649,28.190903,22.005832410025732,"Беларусь, Гомельская область, Петриковский район, Лясковичский сельсовет, деревня Бринёв, улица Юрия Гагарина, 54",near,
1223,775,Колодницкий ФАП,"ул. Молодежная, 2, д. Колодница, Крупский р-н, Минская обл.",54.5505965,29.1922268,54.377821,29.288869,20.201512424868167,"Беларусь, Минская область, Крупский район, Бобрский сельсовет, агрогородок Замки, Молодёжная улица, 2",exact,
1224,222,Весский ФАП,"ул. Школьная, 1, 223742, д. Веска, Солигорский р-н, Минская обл.",52.7970954,27.2652938,52.798598,27.265306,0.16708351006731284,"Беларусь, Минская область, Солигорский район, Октябрьский сельсовет, деревня Веска, Школьная улица, 1",exact,
1225,253,Волынцевский ФАП,"ул. Пионерская, 9, 247176, д. Волынцы, Кормянский р-н, Гомельская обл.",53.1955052,30.994246,53.200107,30.996656,0.5362881037290288,"Беларусь, Гомельская область, Кормянский район, Коротьковский сельсовет, деревня Волынцы, Пионерская улица, 7",near,
1226,2095,Яцковичский ФАП,"ул. Центральная, 3/2, 225086, д. Яцковичи, Брестский р-н, Брестская обл.",52.07318,23.7385721,52.261193,23.419466,30.17822566128819,"Беларусь, Брестский район, Лыщицкий сельсовет, деревня Яцковичи, Центральная улица, 3",number,
1227,531,Жорновский ФАП,"ул. Октябрьская, 11, 213722, д. Жорновка, Осиповичский р-н, Могилевская обл.",53.2956288,28.6423366,53.294987,28.643978,0.1303575324107267,"Беларусь, Могилёвская область, Осиповичи, Октябрьская улица, 11",exact,
1228,1595,Семеньковичский ФАП,"д. Семеньковичи, Борисовский р-н, Минская обл.",54.0810139,28.6846721,54.083069,28.685875,0.24161257274953313,"Беларусь, Минская область, Борисовский район, Гливинский сельсовет, деревня Семеньковичи",other,
1229,795,Конюховский ФАП,"231782, д. Конюхи, Берестовицкий р-н, Гродненская обл.",53.3903478,23.8981638,53.270604,23.976313,14.290480454931604,"Беларусь, Гродненская область, Берестовицкий район",other,
1230,1143,Налибокский ФАП,"ул. Дольная, 43, 231413, д. Налибоки, Новогрудский р-н, Гродненская обл.",53.6965047,25.6944036,53.696838,25.69789,0.2324967873316832,"Беларусь, Гродненская область, Новогрудский район, Петревичский сельсовет, деревня Налибоки, Дольная улица, 43",exact,
1231,1975,Хотовижский ФАП,"213611, д. Хотовиж, Климовичский р-н, Могилевская обл.",53.73294,31.9925622,53.735242,32.000497,0.5813062670969227,"Беларусь, Могилёвская область, Климовичский район, Домамеричский сельсовет, деревня Хотовиж",other,
1232,154,Бронненский ФАП,"ул. Колхозная, 6, 247516, д. Бронное, Речицкий р-н, Гомельская обл.",52.2115173,30.4620807,52.316704,30.475319,11.730873137563558,"Беларусь, Гомельская область, Речицкий район, Жмуровский сельсовет, деревня Бронное, Колхозная улица, 6",exact,
1233,1883,ФАП д. Движки,"247838, д. Движки, Ельский р-н, Гомельская обл.",51.8349346,29.0388897,51.833551,29.045534,0.48176660202184174,"Беларусь, Гомельская область, Ельский район, Ремезовский сельсовет, деревня Движки",other,
1234,2091,Ясковичский ФАП,"ул. Новая, 13, 223733, д. Ясковичи, Солигорский р-н, Минская обл.",52.7924537,27.4406411,52.569451,27.501321,25.131899258441628,"Беларусь, Минская область, Солигорский район, Долговский сельсовет, деревня Ясковичи, Новая улица, 13",exact,
1235,140,Бояничский ФАП,"ул. Суворова, 2, 223860, д. Бояничи, Любанский р-н, Минская обл.",52.7166769,28.2763801,52.715628,28.278435,0.18100130169662168,"Беларусь, Минская область, Любанский район, Сосновский сельсовет, деревня Бояничи",other,
1236,98,Бокиничский ФАП,"225732, д. Бокиничи, Пинский р-н, Брестская обл.",52.2855284,26.4001735,52.285109,26.395036,0.3525571377892172,"Беларусь, Брестская область, Пинский район, Сошненский сельсовет, деревня Бокиничи",other,
1237,1778,Таймоновский ФАП,"213347, д. Тайманово, Быховский р-н, Могилевская обл.",53.4007493,30.2879769,53.470575,30.259077,7.996788148382717,"Беларусь, Могилёвская область, Быховский район",other,
1238,545,Заболотский ФАП,"ул. Молодежная, 15а, 222132, д. Заболотье, Борисовский р-н, Минская обл.",54.2797218,28.7699314,54.363942,28.378283,27.07073579025356,"Беларусь, Минская область, Борисовский район, Веселовский сельсовет, деревня Заболотье, Молодёжная улица, 15",number,
1239,1482,Радичевский ФАП,"д. Радичево, Слуцкий р-н, Минская обл.",53.0962932,27.5272398,53.09623,27.526518,0.04870388374257403,"Беларусь, Минская область, Слуцкий район, Бокшицкий сельсовет, деревня Радичево",other,
1240,1814,Тростинский ФАП,"213670, д. Тростино, Хотимский р-н, Могилевская обл.",53.43343309999999,32.4706122,53.484722,32.492037,5.876810489354795,"Беларусь, Могилёвская область, Хотимский район, Тростинский сельсовет, деревня Тростино",other,
1241,447,Долковский ФАП,"225154, д. Долки, 74, Пружанский р-н, Брестская обл.",52.8389236,24.9392066,52.839812,24.942901,0.26708389816072214,"Беларусь, Брестская область, Пружанский район, Ружанский сельсовет, деревня Долки, 76",near,
1242,915,Лелюкинский ФАП,"ул. Центральная, 15, 231365, д. Лелюки, Ивьевский р-н, Гродненская обл.",53.8788105,25.9251425,54.010882,25.925074,14.685681438583833,"Беларусь, Гродненская область, Ивьевский район",other,
1243,131,Борховский ФАП,"д. 18 А, 247513, д. Кленовица, Речицкий р-н, Гомельская обл.",52.4178637,30.5827954,52.416235,30.583494,0.18719791063133845,"Беларусь, Гомельская область, Речицкий район, Борщёвский сельсовет, посёлок Кленовица, 18А",exact,
1244,1117,Мороськовский ФАП,"222315, д. Мороськи, Молодеченский р-н, Минская обл.",54.3335401,26.7013313,54.333421,26.701389,0.013761537985054192,"Беларусь, Минская область, Молодечненский район, Лебедевский сельсовет, деревня Мороськи",other,
1245,1672,Соничский ФАП,"231734, д. Соничи, Гродненский р-н, Гродненская обл.",53.87318210000001,23.6772779,53.873426,23.67721,0.02748332152260932,"Беларусь, Гродненский район, Сопоцкинский сельсовет, деревня Соничи",other,
1246,1924,ФАП д. Селец,"д. Селец, Сморгонский р-н, Гродненская обл.",54.54288,26.5583194,54.355244,26.369623,24.169017056740902,"Беларусь, Гродненская область, Сморгонский район, Синьковский сельсовет, деревня Селец",other,
1247,1149,Небытовский ФАП,"247601, д. Небытов, Хойникский р-н, Гомельская обл.",51.9376931,29.9303812,51.936554,29.933824,0.2678591974011045,"Беларусь, Гомельская область, Хойникский район, Судковский сельсовет, деревня Небытов",other,
1248,1182,Новиковский ФАП,"ул. Крупской, 15, 247769, д. Нагорные, Мозырский р-н, Гомельская обл.",52.04395599999999,29.2486714,52.017216,29.318873,5.648526791876591,"Беларусь, Гомельская область, Мозырский район, Козенский сельсовет, деревня Нагорные, улица Крупской, 15",exact,
1249,1639,Слободской ФАП,"ул. Первомайская, 7а, 211270, д. Слобода, Шумилинский р-н, Витебская обл.",55.3289827,29.7507352,55.329462,29.74913,0.1146733346321202,"Беларусь, Витебская область, Шумилинский район, Сиротинский сельсовет, агрогородок Слобода, Первомайская улица, 7А",exact,
1250,1500,Рачковичский ФАП,"223610, д. Рачковичи, Слуцкий р-н, Минская обл.",53.0435119,27.584362,52.981476,27.285312,21.16207551185436,"Беларусь, Минская область, Слуцкий район, Рачковичский сельсовет, деревня Рачковичи",other,
1251,1050,Мархачевщинский ФАП,"ул. Центральная, 76, 222699, д. Мархачевщина, Столбцовский р-н, Минская обл.",53.4913186,26.7380449,53.411511,26.714504,9.010067276895825,"Беларусь, Минская область, Столбцовский район, Вишневецкий сельсовет, деревня Мархачёвщина, Центральная улица, 76",exact,
1252,765,Козловщинский ФАП,"211875, д. Козловщина, Поставский р-н, Витебская обл.",55.1915062,27.356049,55.188411,27.355129,0.34908985146197197,"Беларусь, Витебская область, Поставский район, Козловщинский сельсовет, деревня Козловщина",other,
1253,2015,Чернянский ФАП,"225914, д. Черняны, Малоритский р-н, Брестская обл.",51.9870411,24.2064548,51.820805,24.107755,19.68581986302835,"Беларусь, Брестская область, Малоритский район",other,
1254,451,Домжерицкий ФАП,"211188, д. Домжерицы, Лепельский р-н, Витебская обл.",54.7455874,28.3182745,54.741,28.320018,0.5222270473734416,"Беларусь, Витебская область, Лепельский район, Домжерицкий сельсовет, деревня Домжерицы",other,
1255,1079,Мильковский ФАП,"ул. Советская, 1, 211975, д. Мильки, Браславский р-н, Витебская обл.",55.5155987,27.320284,55.543002,26.833172,30.807211477413816,"Беларусь, Витебская область, Браславский район, Опсовский сельсовет, агрогородок Опса, Советская улица, 1",exact,
1256,2069,Яворский ФАП,"д. Явор, Дятловский р-н, Гродненская обл.",53.3716576,25.3693403,53.371435,25.369322,0.02478174647749019,"Беларусь, Гродненская область, Дятловский район, Вензовецкий сельсовет, деревня Явор",other,
1257,1053,Массолянский ФАП,"231781, д. Массоляны, Берестовицкий р-н, Гродненская обл.",53.3585204,24.0365035,53.352364,24.018983,1.3493222015916724,"Беларусь, Гродненская область, Берестовицкий район, Олекшицкий сельсовет, агрогородок Массоляны",other,
1258,85,Благовичский ФАП,"ул. Молодежная, 4, 213212, д. Благовичи, Чаусский р-н, Могилевская обл.",53.8404811,30.8466904,53.836084,30.839191,0.6936672917468613,"Беларусь, Могилёвская область, Чаусский район, Горбовичский сельсовет, деревня Благовичи, Молодёжная улица, 4",exact,
1259,1852,Усвиж-Букский ФАП,"д. Усвиж-Бук, Толочинский р-н, Витебская обл.",54.4905252,29.7050396,54.488107,29.701097,0.3703333343013861,"Беларусь, Витебская область, Толочинский район, Серковицкий сельсовет, посёлок Усвиж-Бук",other,
1260,1855,Устерховский ФАП,"Центральная 1, 213866, д. Устерхи, Глусский р-н, Могилевская обл.",52.8155939,28.8018394,52.987613,28.751731,19.42066333197404,"Беларусь, Могилёвская область, Глусский район, Центральная улица, 1",exact,
1261,1782,Танежицкий ФАП,"ул. Школьная, 2, 223625, д. Танежицы, Слуцкий р-н, Минская обл.",53.03340129999999,27.5667224,52.915817,27.317894,21.178777312021523,"Беларусь, Минская область, Слуцкий район, Рачковичский сельсовет, агрогородок Танежицы, Школьная улица, 2",exact,
1262,553,Заборский ФАП,"ул. Интернациональная, 17, 211475, д. Заборье, Россонский р-н, Витебская обл.",55.9236713,29.3103723,55.907839,29.318756,1.8363529319152374,"Беларусь, Витебская область, Россонский район, Краснопольский сельсовет, деревня Заборье, Интернациональная улица, 17",exact,
1263,675,К. Борский ФАП,"223325, д. Каменный Борок, Березинский р-н, Минская обл.",53.73794669999999,29.1681617,53.734608,29.16721,0.37648657138616004,"Беларусь, Минская область, Березинский район, Капланецкий сельсовет, деревня Каменный Борок",other,
1264,321,Головковский ФАП,"ул. Кооперативная, 2, 247544, д. Головки, Речицкий р-н, Гомельская обл.",52.2321225,29.9631364,52.234506,29.97661,0.9550762519236474,"Беларусь, Гомельская область, Речицкий район, Бабичский сельсовет, деревня Головки, Кооперативная улица, 2",exact,
1265,1558,Сакунский ФАП,"211875, д. Сакуны, Поставский р-н, Витебская обл.",55.1219046,26.5431645,55.123399,26.541947,0.18331709535648416,"Беларусь, Витебская область, Поставский район, Камайский сельсовет, деревня Сакуны",other,
1266,205,Велутский ФАП,"ул. Школьная, 5, 225655, д. Велута, Лунинецкий р-н, Брестская обл.",52.4605087,26.7879148,52.457291,26.791813,0.4447185967292266,"Беларусь, Брестская область, Лунинецкий район, Бостынский сельсовет, агрогородок Велута, Школьная улица, 5",exact,
1267,1259,Октябрьский ФАП,"ул. Молодежная, 96, 247221, д. Октябрь, Жлобинский р-н, Гомельская обл.",52.7698401,29.8935456,52.81795,30.041828,11.314698866717475,"Беларусь, Гомельская область, Жлобинский район, деревня Октябрь, Молодёжная улица, 96",exact,
1268,1845,Узножский ФАП,"ул. Школьная, 3, 247536, д. Узнож, Речицкий р-н, Гомельская обл.",52.3668643,30.4252897,52.476998,29.969612,33.23828679682505,"Беларусь, Гомельская область, Речицкий район, Комсомольский сельсовет, деревня Узнож",other,
1269,662,Изабелинский ФАП,"ул. Центральная, 3А, 231201, д. Изабелино, Островецкий р-н, Гродненская обл.",54.6127444,26.0533213,54.612556,26.04949,0.24759717955615146,"Беларусь, Гродненская область, Островецкий район, Гудогайский сельсовет, деревня Изабелино, Центральная улица, 3А",exact,
1270,1479,Рабунский ФАП,"д. Рабунь, Вилейский р-н, Минская обл.",54.5025147,27.1556434,54.50084,27.150403,0.38622295296898856,"Беларусь, Минская область, Вилейский район, Кривосельский сельсовет, деревня Рабунь",other,
1271,1553,Савичский ФАП,"ул. Минская, 34, 247734, д. Савичи, Калинковичский р-н, Гомельская обл.",52.4742422,29.0655188,52.419525,29.060041,6.095590761197957,"Беларусь, Гомельская область, Калинковичский район, агрогородок Савичи, Минская улица, 34",exact,
1272,2039,Шеневской ФАП,"ул. Молодежная, 2/1, 225170, д. Шени, Пружанский р-н, Брестская обл.",52.5268659,24.3961443,52.528062,24.39377,0.208536452924703,"Беларусь, Брестская область, Пружанский район, агрогородок Шени",other,
1273,1880,ФАП д. Волавская Рудня,"247829, д. Волавская Рудня, Ельский р-н, Гомельская обл.",51.8853495,29.1904783,51.667367,29.100313,25.019765955364207,"Беларусь, Гомельская область, Ельский район, Добрынский сельсовет, деревня Новая Рудня",other,
1274,402,Дворищанский ФАП,"ул. Звездная, д. 3, 231307, д. Дворище, Лидский р-н, Гродненская обл.",53.9924834,25.3910349,53.805914,25.279113,22.00336304812365,"Беларусь, Гродненская область, Лидский район",other,
1275,1474,Пуховичский ФАП,"247964, д. Пуховичи, Житковичский р-н, Гомельская обл.",52.3768079,27.9652276,52.374916,27.961995,0.3039860161089482,"Беларусь, Гомельская область, Житковичский район, Червоненский сельсовет, деревня Пуховичи",other,
1276,1236,Овзичский ФАП,"ул. Центральная, 95, 225810, д. Овзичи, Ивановский р-н, Брестская обл.",52.0495471,25.3166824,52.04759,25.319717,0.30070285752020753,"Беларусь, Брестская область, Ивановский район, Горбахский сельсовет, деревня Овзичи, Центральная улица, 95",exact,
1277,1884,ФАП д. Добрынь,"247821, д. Добрынь, Ельский р-н, Гомельская обл.",51.7691238,29.2044571,51.706988,28.892281,22.578980901421858,"Беларусь, Гомельская область, Ельский район",other,
1278,951,Логозинский ФАП,"223120, д. Логоза, Логойский р-н, Минская обл.",54.2310902,27.7583089,54.229127,27.761212,0.28854609837386763,"Беларусь, Минская область, Логойский район, Гайненский сельсовет, деревня Логоза",other,
1279,784,Комайский ФАП,"ул. Луговая, 8, д. Комайск, Докшицкий р-н, Витебская обл.",54.8784822,27.8933428,54.878418,27.895501,0.1382485428869172,"Беларусь, Витебская область, Докшицкий сельсовет, деревня Комайск, Луговая улица, 10",near,
1280,555,Завечельский ФАП,"Сорочинский с/с, ул. Центральная, 21, 211498, д. Завечелье, Ушачский р-н, Витебская обл.",55.130024,28.744607,55.130024,28.744607,0.0,"Беларусь, Витебская область, Ушачский район, Сорочинский сельсовет, деревня Завечелье, Центральная улица, 21",exact,
1281,169,Букчанский ФАП,"ул. Ленинская, 60, 247856, д. Букча, Лельчицкий р-н, Гомельская обл.",51.7517878,27.6759601,51.752312,27.675459,0.06773024396248185,"Беларусь, Гомельская область, Лельчицкий район, Букчанский сельсовет, деревня Букча",other,
1282,686,Калининский ФАП,"ул. Заречная, 1, 247005, д. Калинино, Гомельский р-н, Гомельская обл.",52.4180237,31.0760738,52.271351,31.024881,16.675885028862456,"Беларусь, Гомельский район, Терешковичский сельсовет, посёлок Калинино, Заречная улица, 1",exact,
1283,791,Конотопский ФАП,"ул. Корзуна, 10, 247802, д. Конотоп, Наровлянский р-н, Гомельская обл.",51.791994,29.510181,51.758639,29.574587,5.778562775112283,"Беларусь, Гомельская область, Наровлянский сельсовет, деревня Конотоп",other,
1284,1700,Станция Дятловичский ФАП,"ул. Железнодорожная, 2, 225679, ст. Дятловичи, Лунинецкий р-н, Брестская обл.",52.2406978,26.8038919,52.354805,26.801793,12.688944494595773,"Беларусь, Брестская область, Лунинецкий район, Дятловичский сельсовет, деревня Станция Дятловичи, Железнодорожная улица, 2",exact,
1285,3214,Яминский ФАП,"ул. Больничная, 2а, 223827, д. Яминск, Любанский р-н, Минская обл.",53.9006011,27.558972,52.771317,28.275659,134.28295231579054,"Беларусь, Минская область, Любанский район, Осовецкий сельсовет, деревня Яминск, Больничная улица, 2А",exact,
1286,334,Гомельский ФАП,"ул. Тябута, 14, 211415, д. Гомель, Полоцкий р-н, Витебская обл.",55.4751901,28.7699245,55.313086,28.770748,18.025228527349803,"Беларусь, Витебская область, Полоцкий район, Гомельский сельсовет, деревня Двор-Гомель",other,
1287,147,Бровковский ФАП,"ул. Центральная, 1, д. Бровки, Минский р-н, Минская обл.",54.0466285,27.386525,54.046063,27.387648,0.09658799160573678,"Беларусь, Минский район, Лошанский сельсовет, деревня Бровки, Центральная улица, 1А",number,
1288,332,Голынковский ФАП,"ул. Комсомольская, 8, 225363, д. Чернихово, Барановичский р-н, Брестская обл.",53.13117219999999,26.0135276,53.248438,26.285702,22.334823861995343,"Беларусь, Брестская область, Барановичский район, Вольновский сельсовет, деревня Нижнее Чернихово, Комсомольская улица, 8",exact,
1289,1234,Обрубский ФАП,"ул. Школьная, 11, 211824, д. Обруб, Глубокский р-н, Витебская обл.",55.1387289,27.6722987,55.207546,28.170745,32.56470071968683,"Беларусь, Витебская область, Глубокский район, Псуевский сельсовет, деревня Обруб",other,
1290,1413,Полудетковский ФАП,"ул. Центральная, 7, 211323, д. Полудетки, Витебский р-н, Витебская обл.",55.1348663,30.1507078,55.320478,30.428885,27.150938462827273,"Беларусь, Витебский район, Бабиничский сельсовет, деревня Полудетки, Центральная улица, 9",near,
1291,133,Борщевский ФАП,"ул. Ленина, 1а, 247087, д. Борщевка, Добрушский р-н, Гомельская обл.",52.2119968,31.5728492,52.21197,31.563385,0.6448385798406808,"Беларусь, Гомельская область, Добрушский район, агрогородок Борщовка, улица В.И. Ленина, 1А",exact,
1292,962,Лоский ФАП,"д. Лоск, Воложинский р-н, Минская обл.",54.26655599999999,26.4355432,54.267194,26.437221,0.13001516004871752,"Беларусь, Минская область, Воложинский район, Городьковский сельсовет, деревня Лоск",other,
1293,362,Гортольский ФАП,"д. Гортоль, Ивацевичский р-н, Брестская обл.",52.5022572,25.9067577,52.501405,25.909434,0.20444173244019562,"Беларусь, Брестская область, Ивацевичский район, Телеханский сельсовет, агрогородок Гортоль",other,
1294,324,Головчицкий ФАП,"ул. Центральная, 37, 211464, д. Головчицы, Россонский р-н, Витебская обл.",55.9008577,28.858053,55.818447,28.606203,18.193043818694786,"Беларусь, Витебская область, Россонский район, Соколищенский сельсовет, деревня Головчицы, Центральная улица, 37",exact,
1295,2047,Шишевский ФАП,"213411, д. Шишево, Горецкий р-н, Могилевская обл.",54.33538009999999,30.9577005,54.334539,30.961883,0.28683467426491194,"Беларусь, Могилёвская область, Горецкий район, Ректянский сельсовет, деревня Шишево",other,
1296,430,Добоснянский ФАП,"ул. Савченко, 37, д. Добосна, Кировский р-н, Могилевская обл.",53.1992719,29.6786964,53.206779,29.661904,1.3956032177972042,"Беларусь, Могилёвская область, Кировский район, Добосненский сельсовет, деревня Новая Добосна",other,
1297,444,Докудовский ФАП,"ул. Молодежная, 5, 231303, д. Докудово, Лидский р-н, Гродненская обл.",53.81471149999999,25.5145894,53.804787,25.502767,1.349205589566633,"Беларусь, Гродненская область, Лидский район, Третьяковский сельсовет, деревня Докудово 2, Молодёжная улица, 5",exact,
1298,917,Ленинский ФАП,"ул. Молодежная, 4, 247083, д. Ленино, Добрушский р-н, Гомельская обл.",52.2526816,31.5040109,52.429888,31.299847,24.096461891229385,"Беларусь, Гомельская область, Добруш, Молодёжная улица, 4",exact,
1299,1419,Пометницкий ФАП,"Бобыничский с/с, 211433, д. Ухвище, Полоцкий р-н, Витебская обл.",55.2527902,28.4791086,55.252096,28.478373,0.09017735880529722,"Беларусь, Витебская область, Полоцкий район, Бабыничский сельсовет, деревня Ухвище",other,
1300,2172,Войханский ФАП,"д. Вайханы, Городокский р-н, Витебская обл.",55.6361247,30.051733,55.449077,29.820214,25.391816867238862,"Беларусь, Витебская область, Городокский район, Вайханский сельсовет, деревня Новые Вайханы",other,
1301,774,Колодежский ФАП,"д. Колодежи, Червенский р-н, Минская обл.",53.740565,28.4890541,53.733372,28.563012,4.929605053249429,"Беларусь, Минская область, Червенский район, Колодежский сельсовет, деревня Колодежи",other,
1302,993,Любанский ФАП,"ул. Жукова, 3а, 247303, д. Любань, Октябрьский р-н, Гомельская обл.",52.600762,29.1334083,52.601093,29.134718,0.09580350277582773,"Беларусь, Гомельская область, Октябрьский район, агрогородок Любань, улица Жукова, 3А",exact,
1303,1802,Толковский ФАП,"ул. Победы, 8, 225854, д. Толково, Дрогичинский р-н, Брестская обл.",52.2797176,24.9940458,52.191983,24.916643,11.088508917126534,"Беларусь, Брестская область, Дрогичинский район, Закозельский сельсовет, деревня Толково, улица Победы, 8",exact,
1304,112,Бор-Дубенецкий ФАП,"ул. Советская, 2, 225546, д. Бор Дубенец, Столинский р-н, Брестская обл.",52.0130006,27.5474955,51.999487,26.924629,42.660857551595875,"Беларусь, Брестская область, Столинский район, Бережновский сельсовет, деревня Бор-Дубенец, Советская улица, 2",exact,
1305,1888,ФАП д. Здудичи,"ул. Советская, 8, 247414, д. Здудичи, Светлогорский р-н, Гомельская обл.",52.6446041,29.7317313,52.72952,29.581055,13.86721902710383,"Беларусь, Гомельская область, Светлогорский район, Чирковичский сельсовет, деревня Здудичи",other,
